,0,1,2
0,174.65593043969818,192.084418999391,-112.51817420439954
1,174.52199385220445,191.95048241189727,-112.65211079189328
2,174.73691744917917,192.165406008872,-112.43718719491854
3,174.5996518818115,192.02814044150432,-112.57445276228623
4,174.50542231070582,191.93391087039865,-112.66868233339191
5,174.89914036783546,192.32762892752828,-112.27496427626227
6,174.82286146776377,192.2513500274566,-112.35124317633397
7,174.87674414385953,192.30523270355235,-112.2973605002382
8,174.88056688522929,192.3090554449221,-112.29353775886842
9,174.5438342068918,191.97232276658463,-112.63027043720594
10,175.0642427568955,192.49273131658833,-112.10986188720221
11,174.9932532975075,192.42174185720032,-112.18085134659023
12,174.8973594676136,192.32584802730642,-112.27674517648413
13,174.44364298680483,191.87213154649766,-112.73046165729289
14,174.4996189116177,191.9281074713105,-112.67448573248004
15,174.72805169525253,192.15654025494536,-112.44605294884518
16,174.7238137572976,192.15230231699041,-112.45029088680012
17,174.50403882579099,191.9325273854838,-112.67006581830672
18,174.8278864454431,192.25637500513594,-112.34621819865463
19,174.53701151165777,191.9655000713506,-112.63709313243994
20,174.70256521548833,192.13105377518116,-112.47153942860939
21,174.6967623923964,192.12525095208923,-112.4773422517013
22,174.44677187813272,191.87526043782555,-112.727332765965
23,174.81896264492062,192.24745120461344,-112.35514199917712
24,175.15873653272163,192.58722509241446,-112.01536811137608
25,174.45398881695115,191.88247737664398,-112.72011582714656
26,174.43553228245042,191.86402084214325,-112.73857236164731
27,174.42496315022095,191.85345170991377,-112.74914149387678
28,174.67856508800793,192.10705364770075,-112.49553955608978
29,174.46660649926832,191.89509505896115,-112.7074981448294
30,174.57540406836696,192.0038926280598,-112.59870057573075
31,174.82506527222736,192.2535538319202,-112.34903937187036
32,174.77200048462976,192.20048904432258,-112.40210415946797
33,174.55865205858373,191.98714061827656,-112.615452585514
34,174.58431463354677,192.0128031932396,-112.58979001055097
35,174.5882465546605,192.0167351143533,-112.58585808943722
36,174.82013942747938,192.2486279871722,-112.35396521661835
37,174.87139221827584,192.29988077796867,-112.30271242582187
38,174.75954254058644,192.18803110027926,-112.41456210351129
39,174.7813146176793,192.20980317737212,-112.39279002641844
40,174.6526193395666,192.08110789925942,-112.52148530453113
41,174.6726205270052,192.10110908669802,-112.50148411709255
