,0,1,2
0,193.2154905904616,95.14815684421232,-249.41827320717073
1,193.08155400296786,95.01422025671859,-249.55220979466446
2,193.2964775999426,95.22914385369333,-249.33728619768974
3,193.1592120325749,95.09187828632564,-249.4745517650574
4,193.06498246146924,94.99764871521995,-249.56878133616308
5,193.45870051859887,95.3913667723496,-249.17506327903345
6,193.3824216185272,95.3150878722779,-249.25134217910514
7,193.43630429462294,95.36897054837367,-249.19745950300938
8,193.4401270359927,95.37279328974344,-249.19363676163962
9,193.10339435765522,95.03606061140593,-249.5303694399771
10,193.62380290765893,95.55646916140965,-249.0099608899734
11,193.5528134482709,95.48547970202164,-249.08095034936142
12,193.45691961837701,95.38958587212774,-249.1768441792553
13,193.00320313756825,94.93586939131897,-249.63056066006408
14,193.0591790623811,94.99184531613183,-249.57458473525122
15,193.28761184601595,95.22027809976669,-249.34615195161638
16,193.283373908061,95.21604016181175,-249.35038988957132
17,193.0635989765544,94.99626523030514,-249.57016482107792
18,193.38744659620653,95.32011284995724,-249.2463172014258
19,193.09657166242118,95.02923791617192,-249.53719213521114
20,193.26212536625175,95.19479162000248,-249.37163843138057
21,193.25632254315983,95.18898879691056,-249.3774412544725
22,193.00633202889614,94.93899828264686,-249.6274317687362
23,193.37852279568403,95.31118904943474,-249.2552410019483
24,193.71829668348505,95.65096293723579,-248.91546711414728
25,193.01354896771457,94.94621522146531,-249.62021482991776
26,192.99509243321384,94.92775868696455,-249.63867136441849
27,192.98452330098436,94.91718955473509,-249.64924049664796
28,193.23812523877135,95.17079149252208,-249.39563855886098
29,193.02616665003174,94.95883290378246,-249.6075971476006
30,193.13496421913038,95.06763047288112,-249.49879957850195
31,193.38462542299078,95.3172916767415,-249.24913837464155
32,193.33156063539317,95.2642268891439,-249.30220316223915
33,193.11821220934715,95.05087846309786,-249.51555158828518
34,193.14387478431019,95.0765410380609,-249.48988901332214
35,193.1478067054239,95.08047295917464,-249.48595709220842
36,193.3796995782428,95.31236583199352,-249.25406421938953
37,193.43095236903926,95.36361862279,-249.20281142859307
38,193.31910269134985,95.25176894510058,-249.31466110628247
39,193.34087476844272,95.27354102219343,-249.2928890291896
40,193.21217949033002,95.14484574408074,-249.4215843073023
41,193.2321806777686,95.16484693151932,-249.40158311986372
42,193.10615026122386,95.03881651497458,-249.52761353640847
