,0,1,2
0,142.72645833216248,240.70611790328067,-30.556209216082873
1,142.59252174466874,240.57218131578693,-30.690145803576602
2,142.80744534164347,240.78710491276166,-30.475222206601867
3,142.6701797742758,240.64983934539399,-30.61248777396955
4,142.57595020317012,240.5556097742883,-30.706717345075237
5,142.96966826029976,240.94932783141795,-30.312999287945587
6,142.89338936022807,240.87304893134626,-30.389278188017286
7,142.94727203632382,240.92693160744201,-30.33539551192152
8,142.95109477769358,240.93075434881177,-30.33157277055175
9,142.6143620993561,240.5940216704743,-30.668305448889264
10,143.1347706493598,241.114430220478,-30.147896898885538
11,143.0637811899718,241.04344076108998,-30.218886358273554
12,142.9678873600779,240.9475469311961,-30.314780188167457
13,142.51417087926913,240.49383045038732,-30.76849666897622
14,142.570146804082,240.54980637520018,-30.712520744163367
15,142.79857958771683,240.77823915883502,-30.48408796052851
16,142.7943416497619,240.77400122088008,-30.488325898483453
17,142.57456671825528,240.55422628937347,-30.70810082999006
18,142.8984143379074,240.8780739090256,-30.38425321033795
19,142.60753940412206,240.58719897524026,-30.675128144123278
20,142.77309310795263,240.75275267907082,-30.509574440292713
21,142.7672902848607,240.7469498559789,-30.515377263384636
22,142.51729977059702,240.4969593417152,-30.765367777648326
23,142.88949053738492,240.8691501085031,-30.393177010860448
24,143.22926442518593,241.20892399630412,-30.053403123059404
25,142.52451670941545,240.50417628053364,-30.758150838829888
26,142.50606017491472,240.4857197460329,-30.77660737333064
27,142.49549104268525,240.47515061380344,-30.787176505560097
28,142.74909298047223,240.72875255159042,-30.533574567773112
29,142.53713439173262,240.5167939628508,-30.745533156512725
30,142.64593196083126,240.62559153194945,-30.636735587414073
31,142.89559316469166,240.87525273580985,-30.38707438355368
32,142.84252837709406,240.82218794821225,-30.44013917115129
33,142.62917995104803,240.60883952216622,-30.653487597197334
34,142.65484252601107,240.63450209712926,-30.627825022234294
35,142.65877444712478,240.63843401824298,-30.623893101120554
36,142.89066731994367,240.87032689106186,-30.392000228301672
37,142.94192011074014,240.92157968185833,-30.340747437505193
38,142.83007043305074,240.80973000416893,-30.45259711519461
39,142.8518425101436,240.8315020812618,-30.43082503810176
40,142.7231472320309,240.7028068031491,-30.559520316214456
41,142.7431484194695,240.72280799058768,-30.53951912877587
42,142.61711800292474,240.59677757404293,-30.665549545320605
43,142.5286354149006,240.5082949860188,-30.754032133344758
