,0,1,2
0,185.30245369599717,164.05666826443704,-155.32072377440286
1,185.30245369599717,164.05666826443704,-155.32072377440286
2,185.30245369599717,164.05666826443704,-155.32072377440286
3,185.30245369599717,164.05666826443704,-155.32072377440286
4,185.30245369599717,164.05666826443704,-155.32072377440286
5,185.30245369599717,164.05666826443704,-155.32072377440286
6,185.30245369599717,164.05666826443704,-155.32072377440286
7,185.30245369599717,164.05666826443704,-155.32072377440286
8,185.30245369599717,164.05666826443704,-155.32072377440286
9,185.30245369599717,164.05666826443704,-155.32072377440286
10,185.30245369599717,164.05666826443704,-155.32072377440286
11,185.30245369599717,164.05666826443704,-155.32072377440286
12,185.30245369599717,164.05666826443704,-155.32072377440286
13,185.30245369599717,164.05666826443704,-155.32072377440286
14,185.30245369599717,164.05666826443704,-155.32072377440286
15,185.30245369599717,164.05666826443704,-155.32072377440286
16,185.30245369599717,164.05666826443704,-155.32072377440286
17,185.30245369599717,164.05666826443704,-155.32072377440286
18,185.30245369599717,164.05666826443704,-155.32072377440286
19,185.30245369599717,164.05666826443704,-155.32072377440286
20,185.30245369599717,164.05666826443704,-155.32072377440286
21,185.30245369599717,164.05666826443704,-155.32072377440286
22,185.30245369599717,164.05666826443704,-155.32072377440286
23,185.30245369599717,164.05666826443704,-155.32072377440286
24,185.30245369599717,164.05666826443704,-155.32072377440286
25,185.30245369599717,164.05666826443704,-155.32072377440286
26,185.30245369599717,164.05666826443704,-155.32072377440286
27,185.30245369599717,164.05666826443704,-155.32072377440286
28,185.30245369599717,164.05666826443704,-155.32072377440286
29,185.30245369599717,164.05666826443704,-155.32072377440286
30,185.30245369599717,164.05666826443704,-155.32072377440286
31,185.30245369599717,164.05666826443704,-155.32072377440286
32,185.30245369599717,164.05666826443704,-155.32072377440286
33,185.30245369599717,164.05666826443704,-155.32072377440286
34,185.30245369599717,164.05666826443704,-155.32072377440286
35,185.30245369599717,164.05666826443704,-155.32072377440286
36,185.30245369599717,164.05666826443704,-155.32072377440286
37,185.30245369599717,164.05666826443704,-155.32072377440286
38,185.30245369599717,164.05666826443704,-155.32072377440286
39,185.30245369599717,164.05666826443704,-155.32072377440286
40,185.30245369599717,164.05666826443704,-155.32072377440286
41,185.30245369599717,164.05666826443704,-155.32072377440286
42,185.30245369599717,164.05666826443704,-155.32072377440286
43,185.30245369599717,164.05666826443704,-155.32072377440286
44,185.30245369599717,164.05666826443704,-155.32072377440286
45,185.30245369599717,164.05666826443704,-155.32072377440286
46,185.30245369599717,164.05666826443704,-155.32072377440286
47,185.30245369599717,164.05666826443704,-155.32072377440286
48,185.30245369599717,164.05666826443704,-155.32072377440286
49,185.30245369599717,164.05666826443704,-155.32072377440286
50,185.30245369599717,164.05666826443704,-155.32072377440286
51,185.30245369599717,164.05666826443704,-155.32072377440286
